sensor01,sensor02,sensor03,sensor04,sensor05,sensor06,sensor07,sensor08,sensor09,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,testResult,status
486.504762,681.361905,637.333333,500.361905,38.304762,44.8,116.085714,46.247619,-552.495238,-523.638095,-807.666667,-561.638095,-69.695238,-50.2,-103.914286,-45.752381,0.311747,1.120255,0.228217,1308.25,855.75,1346.5,1037.5,58.5,54.75,99,34.25,7355.022222,7375.720635,7387.412698,7391.374603,-5.896032,-9.320635,-4.55,-6.344444,326.67201,201.733333,353.979256,85.752381,323.709126,81.804762,331.529192,79.971429,20.99003,2.466667,17.325849,0.333333,38.181743,-0.157143,19.733287,-0.942857,3.288167,2.808463,2.755148,2.6107,5.2,15.2,43.2,14.4,1.062668,0.453949,1.199732,5.27845,Grippers,Fail
2435.12381,1718.352381,1746.428571,902.742857,378.180952,486.571429,254.028571,153.304762,-2980.87619,-2153.647619,-2714.571429,-907.257143,-198.819048,-139.428571,-432.971429,-166.695238,0.593563,4.409141,0.241802,5799,7240.5,5863,1905.75,308.5,442.75,350.75,232,5792.515079,9506.46746,8162.879365,7453.929365,-29.245238,7.426984,-7.574603,-5.878571,1826.062845,549.661905,1545.542618,135.309524,921.912269,35.995238,458.793482,-25.409524,117.657607,8.961905,126.91667,-21.457143,125.154957,-6.119048,69.974134,4.714286,34.406382,21.116038,20.094179,17.103329,3.2,23.2,15.2,1.2,1.855012,4.56041,4.235777,3.020009,Grippers,Fail
1197.390476,2214.790476,3118.266667,1997.685714,77.828571,142.990476,395.219048,545.190476,-1105.609524,-3062.209524,-2173.733333,-1530.314286,-80.171429,-124.009524,-179.780952,-155.809524,0.794816,3.912341,0.336726,4581.25,4953.25,3685.5,2377.25,142,318.75,183,239.75,6366.494444,7133.561905,9007.065873,9537.974603,-24.271429,-32.042857,-10.696032,12.972222,991.927456,210.7,1667.370938,496.114286,1583.626648,-593.904762,1152.612682,-96.566667,28.853298,-3.171429,82.186476,11.952381,135.853019,-10.2,120.428127,-20.757143,42.349956,18.922666,16.817769,16.623919,3.2,1.2,21.2,29.2,2.615747,4.786547,3.024747,6.572401,Grippers,Fail
2551.142857,775.647619,3432.495238,1138.257143,316.847619,146.571429,552.666667,206.742857,-3319.857143,-479.352381,-2583.504762,-1108.742857,-150.152381,-123.428571,-182.333333,-61.257143,0.992855,3.662886,0.341676,5867,4817.5,2551,2302.75,315.5,202,205.75,87.5,5563.025397,7912.972222,7918.125397,8956.303968,-43.927778,-2.25,-21.037302,13.950794,1875.872219,749.433333,304.940048,-10.704762,1725.893945,-256.433333,818.088516,126.447619,86.104082,-7.261905,46.027835,2.219048,153.040656,-2.67619,59.384471,-13.585714,26.275839,21.988129,18.882706,16.113549,3.2,6.2,1.2,20.4,1.64173,3.873404,2.776377,3.333628,Grippers,Fail
1472.32381,798.12381,2107.914286,1977.219048,129.152381,112.457143,403.314286,132.247619,-2218.67619,-1031.87619,-2784.085714,-2068.780952,-69.847619,-75.542857,-100.685714,-104.752381,1.312948,2.746254,0.201237,4757.5,4089,2473.5,1349.25,100.25,117.25,368.25,110.25,6309.37381,8693.205556,8046.057937,10224.88333,-33.947619,12.094444,-25.530952,30.843651,1023.691541,294.42381,691.840834,159.471429,1255.988339,244.519048,1477.332796,248.3,31.539013,-4.419048,31.955873,-3.990476,99.466304,-40.052381,54.105586,-13.104762,21.685558,14.997424,12.601125,11.696993,3.2,1.2,23.2,6.2,1.30835,3.039522,2.253625,2.39713,Grippers,Fail
1139.171429,1861.038095,2563.866667,2179.819048,207.371429,160.885714,291.552381,514.666667,-1017.828571,-2534.961905,-1785.133333,-1564.180952,-111.628571,-123.114286,-141.447619,-173.333333,0.69145,3.522434,0.225898,2215.75,1324.5,884.75,1142.5,179,220.5,148.75,154.75,6521.373016,6107.930159,8478.657143,9525.433333,-17.1,-35.66746,-8.007937,17.778571,713.983617,-0.142857,1509.540797,655.780952,1260.389073,-519.5,1193.102536,355.214286,53.870712,-7.32381,67.675144,7.852381,106.828137,0.809524,120.470009,-19.333333,41.217908,22.968104,15.900277,15.571433,3.2,1.2,20.4,13.2,2.462106,4.836836,2.422372,3.332319,Grippers,Fail
2197.8,1750.561905,3145.914286,2094.885714,141.095238,245.32381,555.447619,293.07619,-3042.2,-1114.438095,-2072.085714,-1461.114286,-151.904762,-122.67619,-193.552381,-151.92381,0.758197,3.789166,0.332043,5913.5,4017.75,1669.25,552,197,224.75,162.25,82,5715.949206,8249.242857,7716.752381,9353.811111,-38.08254,-5.585714,-13.703968,10.987302,1798.89526,827.704762,767.695217,-155.661905,1479.778196,-243.7,1180.159868,47.247619,68.714506,8.742857,77.391124,4.514286,143.362323,-9.957143,98.277206,-20.97619,24.828188,20.196586,14.618297,14.126672,3.2,1.2,23.2,20.4,1.455288,3.813843,2.15805,4.056076,Grippers,Fail
1863.504762,904.752381,2864.209524,1696.533333,153.2,143.028571,587.647619,248.171429,-2929.495238,-615.247619,-2398.790476,-1742.466667,-120.8,-80.971429,-136.352381,-144.828571,0.813474,3.579873,0.26742,5237,4871,2035.75,1773.5,168,206.5,206.75,210.75,6113.851587,8266.22619,8686.074603,9854.050794,-38.44127,-5.011111,-14.624603,14.466667,1530.969608,659.604762,490.796954,-6.304762,1524.068301,-653.685714,976.740214,-26.466667,61.04101,6.671429,54.051822,2.6,140.180751,-21,81.819833,-13.761905,29.195542,22.350767,17.338026,17.199083,3.2,1.2,6.2,5.2,1.604063,4.334409,2.479696,6.73956,Grippers,Fail
2206.409524,1514.590476,2682.32381,2192.809524,132.171429,223.190476,525.885714,309.057143,-2588.590476,-1122.409524,-2094.67619,-1409.190476,-91.828571,-119.809524,-198.114286,-120.942857,0.884975,3.854281,0.335853,5203.5,5426.5,1960.25,1726.75,295,241.75,259.5,118,6035.672222,8673.515873,7953.99127,9360.039683,-40.529365,-1.830952,-15.411905,10.3,1362.76545,280.528571,663.282438,-100.833333,1366.936805,-111.809524,1182.398507,3.852381,56.306961,1.933333,71.131313,5.080952,132.635537,-7.595238,98.143413,-18.942857,21.72151,20.242353,15.813566,13.594399,3.2,1.2,23.2,14.4,3.581353,3.272428,3.658836,5.072596,Grippers,Fail
2432.2,1627.028571,3073.72381,2268.580952,115.733333,231.933333,524.371429,252.314286,-2877.8,-809.971429,-1654.27619,-1549.419048,-173.266667,-205.066667,-261.628571,-156.685714,0.852611,3.933282,0.331697,5223.25,5139.25,1850.5,774.25,302.75,238.25,212.75,144.75,5297.015873,7955.774603,7372.08254,9034.764286,-39.371429,-1.743651,-12.156349,13.19127,1711.226923,602.857143,621.760697,-132.37619,1384.919434,-63.066667,1216.22888,157.461905,81.344275,3.733333,80.057051,4.328571,146.629772,4.509524,90.99499,-20.152381,23.148944,21.853619,21.200398,14.019772,3.2,15.2,1.2,22.4,1.584706,3.739111,2.672301,4.338436,Grippers,Fail
2581.666667,1421.419048,3261.238095,2372.314286,172.47619,249.066667,583.933333,231.647619,-3339.333333,-1084.580952,-2235.761905,-1738.685714,-184.52381,-99.933333,-264.066667,-136.352381,0.868863,4.06557,0.313541,5874.5,4465.5,2281.5,699.25,255.5,207,242,80.5,5571.031746,8454.721429,7989.22619,9607.40873,-43.521429,-5.218254,-16.66746,18.410317,2046.124629,1038.142857,806.78337,-407.37619,1583.720492,21.457143,1430.598331,460.014286,84.268024,12.571429,72.844532,-7.271429,157.155528,0.752381,92.423346,-28.028571,27.126217,21.353119,20.366723,20.155658,3.2,6.2,1.2,15.2,1.502411,4.407021,2.539936,2.243592,Grippers,Fail
484.67619,428.47619,586.914286,352.419048,46.809524,46.114286,135.67619,48.914286,-558.32381,-553.52381,-664.085714,-583.580952,-59.190476,-60.885714,-83.32381,-64.085714,0.194256,1.273009,0.124191,1418,575.25,810.5,498,60,56.75,91,43.25,7193.070635,7435.978571,6969.10873,7610.939683,-4.556349,-6.786508,-2.479365,-4.426984,278.960624,84.533333,337.771416,212.414286,301.758504,-22.933333,319.951255,192.166667,23.499642,-0.942857,21.229113,2.114286,42.606591,-1.771429,22.551722,2.561905,2.732702,2.716473,2.682853,2.651626,0.2,5.2,6.2,3.2,1.080999,0.444892,1.305919,9.198943,Grippers,Fail
2903.552381,1631.285714,3501.27619,2450.514286,339.457143,241.990476,635.27619,303.057143,-2923.447619,-884.714286,-1870.72381,-1173.485714,-163.542857,-175.009524,-290.72381,-145.942857,0.65696,4.547455,0.32356,6111.25,4721.25,2057,2060.5,498,226,160.5,126,5850.997619,7832.38254,7659.234921,8781.484127,-35.82619,-6.146032,-11.970635,0.157937,1687.84139,400.214286,717.811641,-41.680952,1569.462512,-355.17619,1240.30069,-557.528571,104.347811,-6.414286,77.097023,4.42381,165.47446,-4.157143,105.028837,-17.552381,20.547732,20.347676,16.517028,14.866565,1.2,3.2,22.4,20.4,1.355932,3.554588,2.993291,4.042049,Grippers,Fail
368.161905,350.390476,586.219048,207.609524,86.209524,106.952381,86.771429,104.238095,-628.838095,-625.609524,-570.780952,-682.390476,-125.790476,-90.047619,-108.228571,-80.761905,0.093869,1.44531,0.054504,610.75,756.75,744.25,530.25,86,93,84.5,46,7369.61746,7598.28254,7338.715873,7751.796032,-3.525397,-4.535714,-4.830952,-0.937302,265.321245,132.457143,249.605501,129.561905,260.233284,56.557143,245.634108,133.095238,32.242029,3.771429,29.026567,0.952381,31.529512,3.680952,30.816339,0.266667,3.898256,3.346696,3.114921,2.726742,44.4,0.2,6,8,1.205093,0.554939,1.335119,9.649131,IMP,Fail
441.104762,711.038095,615.685714,544.409524,99.257143,97.371429,113.533333,94.828571,-864.895238,-804.961905,-798.314286,-871.590476,-108.742857,-95.628571,-94.466667,-97.171429,0.234306,1.34023,0.171152,1724.25,1388.25,1685.25,870,99,92,85.75,59.25,7427.579365,7156.218254,7248.942063,7294.124603,-2.807143,-8.037302,-3.60873,-5.536508,343.705759,195.052381,383.376783,113.366667,333.160891,104.819048,369.480434,104.971429,34.804471,0.2,28.15873,0.371429,33.973214,2.828571,30.755656,-1.171429,3.077677,2.839585,2.520191,2.444003,32.4,8,6.4,44.4,1.004812,0.46746,1.172651,5.6063,IMP,Fail
387.895238,569.304762,404.104762,530.638095,102.361905,116.438095,122.980952,93.07619,-544.104762,-768.695238,-552.895238,-843.361905,-71.638095,-62.561905,-111.019048,-80.92381,0.274075,1.535771,0.18612,992.5,539.25,533,1308.5,110,96,98.25,83,7701.684127,6982.120635,7649.986508,7048.564286,2.718254,-8.444444,1.664286,-7.393651,205.667093,6.152381,381.00298,36.814286,224.737503,5.966667,380.47038,34.885714,32.409884,-2.380952,29.156714,-2.261905,34.70589,-1.880952,31.80901,-2.92381,2.528613,2.193608,2.139749,2.00712,41.6,37.6,2.2,36.4,0.837339,0.416261,0.864328,3.38245,IMP,Fail
394.67619,592.561905,597.466667,470.552381,84,60.419048,98.971429,76.219048,-638.32381,-629.438095,-638.533333,-705.447619,-100,-98.580952,-75.028571,-94.780952,0.182871,1.319723,0.144589,1074.75,1087.5,1057.5,532.5,103,85,83.25,54.25,7314.180159,7236.860317,7254.846032,7355.938889,-3.925397,-7.62381,-4.651587,-5.24127,295.628333,136.866667,352.908367,64.838095,294.215426,101.214286,335.980106,63.538095,29.264822,1.957143,26.057635,0.571429,30.523518,1.22381,28.86394,0.838095,3.152157,2.340065,2.271443,2.194424,44.4,48.4,6.8,9,1.214585,0.417029,1.366642,6.559411,IMP,Fail
398.742857,669.152381,565.285714,548.952381,69.980952,61.971429,51.104762,53.028571,-629.257143,-744.847619,-604.714286,-725.047619,-67.019048,-87.028571,-81.895238,-82.971429,0.243613,1.306341,0.157954,730.25,1161,1406.5,860.5,83,82.5,73.25,58,7378.673016,7178.081746,7255.237302,7304.230159,-4.287302,-8.279365,-5.631746,-5.350794,299.859642,155.314286,408.574134,161.214286,301.348655,115.104762,391.209692,140.285714,26.202053,1.247619,27.323414,-0.361905,29.936816,3.028571,28.982702,-1.028571,2.75769,2.615731,2.542315,2.535463,3,9.4,5.4,25.6,1.239044,0.462723,1.258345,8.143442,IMP,Fail
1155.819048,891.971429,1237.171429,972.609524,144.447619,147.647619,169.647619,118.114286,-1500.180952,-1376.028571,-1152.828571,-1275.390476,-170.552381,-178.352381,-182.352381,-209.885714,1.280478,3.972064,0.262317,6823.5,4200.75,3299,6086.75,258,264.75,297.5,261.5,7017.473016,7309.793651,8900.610317,9661.611905,-13.446032,-11.230159,-7.175397,-8.957937,764.500763,213.304762,688.703005,186.02381,674.477674,184.042857,665.322317,127.247619,77.496714,-2.114286,77.498143,-0.895238,79.864418,1.190476,78.14447,-1.719048,20.053533,19.016657,12.436329,6.150538,10.8,20.8,21.2,10.4,1.357286,2.430081,1.57804,7.866274,Motor,Fail
1440.038095,1592.657143,677.342857,775.314286,259.2,211.428571,246.295238,215.87619,-1618.961905,-1344.342857,-1420.657143,-1438.685714,-298.8,-294.571429,-319.704762,-299.12381,1.127473,3.276094,0.406511,4452.75,4329.25,4746.75,4436.75,277.25,221.5,190.5,150.25,7163.955556,7821.792857,8888.346825,7275.836508,-17.289683,-16.824603,-1.8,-10.442063,676.559876,9.566667,602.773524,-92.452381,430.695397,95.82381,574.090259,3.557143,87.361223,-1.461905,70.472969,-0.619048,86.755648,0.909524,70.088432,-1.580952,15.831575,13.0728,12.650179,11.863849,36.4,28.4,32.4,1.2,1.013743,2.36291,1.771347,7.73869,Motor,Fail
478.92381,499.047619,493.2,479.638095,55.980952,57.628571,62.790476,54.714286,-623.07619,-657.952381,-655.8,-536.361905,-87.019048,-69.371429,-81.209524,-67.285714,0.74116,1.401455,0.200016,4413.75,3587,3522.25,4144.5,106.5,83.5,106.5,86,8950.545238,8421.678571,9180.60873,8327.039683,-6.68254,-7.215873,-6.429365,-7.01746,368.951496,123.661905,317.541316,40.161905,379.988969,57.219048,332.600113,1.095238,28.716684,5.095238,25.76749,3.380952,32.806034,2.638095,25.713802,2.709524,5.751608,4.803512,3.659141,2.965934,10.4,10.8,21.2,20.8,0.931977,0.723075,0.845164,5.474535,Motor,Fail
779.952381,533.495238,956.733333,466.133333,128.571429,131.114286,120.847619,130.619048,-863.047619,-598.504762,-1034.266667,-612.866667,-94.428571,-109.885714,-82.152381,-107.380952,0.295899,3.087481,0.191168,1692,1388.25,1889.5,1997.75,208,221.5,207.5,209.5,7220.262698,7610.303175,7105.130159,7730.121429,-8.748413,-3.365873,-9.816667,-1.16746,445.372118,-7.080952,333.806588,37.642857,457.345832,-21.790476,322.161875,56.895238,58.321564,-4.266667,58.591093,-4.704762,59.843419,-6.37619,58.374846,-4.795238,14.422518,11.681736,9.963899,8.225594,21.2,20.8,10.4,10.8,1.031874,1.774654,0.952242,3.511964,Motor,Fail
691.019048,1056.504762,1051.571429,855.72381,95.771429,76.361905,89.438095,82.619048,-563.980952,-781.495238,-855.428571,-790.27619,-88.228571,-134.638095,-107.561905,-110.380952,0.355881,2.559147,0.204631,2455.25,1810.5,2045.25,1903.25,167.25,163.25,165.5,169.5,7505.957937,7393.346825,7344.434921,7569.728571,-3.050794,-10.561905,-3.474603,-7.687302,391.029563,-13.314286,487.128572,-2.566667,403.444332,-6.22381,476.269538,19.371429,51.116346,7.080952,47.945281,11.457143,48.692882,2.819048,49.58122,7.585714,18.397094,15.257185,6.52595,4.569168,10.4,10.8,21.2,20.8,1.232362,1.955847,0.979882,2.58357,Motor,Fail
712.466667,623.390476,763.380952,570.009524,112.447619,142.838095,118.561905,112.133333,-693.533333,-744.609524,-716.619048,-686.990476,-128.552381,-96.161905,-147.438095,-141.866667,0.353263,3.772695,0.267645,2673.25,1633.75,9899.25,4465.5,205,210.5,925.75,243.25,7287.033333,7578.954762,7717.699206,7442.840476,-8.139683,-5.190476,-6.809524,-6.255556,378.46932,-8.42381,332.252115,-11.352381,393.549849,-25.647619,332.604147,-11.071429,63.812108,-5.085714,65.498491,-3.566667,67.065745,-1.009524,65.546404,-0.595238,15.822859,14.333999,12.573289,12.453337,21.2,20.8,6.6,6.8,1.054762,3.357826,2.117078,19.712801,Motor,Fail
738.790476,805.580952,637.038095,743.752381,113.638095,108.885714,117.32381,119.666667,-773.209524,-735.419048,-879.961905,-961.247619,-80.361905,-93.114286,-85.67619,-106.333333,0.260888,2.784434,0.145805,1785,2200.5,1915.25,1984,181,178.25,185,171.25,7363.349206,7514.704762,7317.168254,7658.784127,-4.168254,-5.042063,-5.216667,-3.333333,396.934992,4.533333,446.015227,11.928571,414.932835,13.219048,450.452064,9.547619,52.482085,-17.361905,52.630677,-15.842857,53.825085,-12.195238,54.715486,-16.495238,26.02294,16.321819,8.253763,6.913938,10.8,10.4,20.8,21.2,1.471205,2.559844,0.946929,1.955898,Motor,Fail
459.028571,428.885714,780.228571,483.533333,54.980952,74.180952,49.47619,45.219048,-579.971429,-540.114286,-653.771429,-515.466667,-53.019048,-71.819048,-55.52381,-56.780952,0.277327,1.436581,0.197159,1376,1166.75,1516.75,1168.5,89.5,98.5,88.5,87,7443.935714,7348.368254,7330.162698,7496.507143,-6.62381,-7.753175,-8.007143,-5.004762,321.985813,39.109524,321.215726,-1.661905,329.219468,-11.17619,308.694001,9.633333,27.063956,1.542857,26.112337,1.104762,28.267736,1.357143,27.201983,1.028571,11.938865,7.892733,2.733923,2.022542,10.8,10.4,10,44.4,0.788938,1.130972,0.717651,2.245964,Motor,Fail
368.047619,347.238095,331.990476,334.87619,90.390476,90.666667,95.771429,102.857143,-494.952381,-531.761905,-556.009524,-554.12381,-123.609524,-88.333333,-115.228571,-95.142857,0.04151,2.438925,-0.029898,1115,1124,1195.75,1104.75,155.25,168.75,151,162.25,7915.412698,7768.353175,7739.611111,7910.03254,2.443651,-1.49127,1.384127,0.3,218.56067,12.295238,224.390556,-1.490476,231.576231,12.057143,219.511987,0.719048,46.430622,-0.809524,45.090457,-2.790476,47.502176,1.695238,45.591411,-3.371429,13.045257,8.612792,1.667041,1.592143,20.8,21.2,21.6,22,0.788371,1.212964,0.856429,2.356171,Motor,Fail
290.2,635.066667,529.933333,495.047619,89.409524,64.219048,86,71.304762,-536.8,-611.933333,-500.066667,-668.952381,-95.590476,-81.780952,-91,-80.695238,0.134766,1.806382,0.085556,1738.25,809.25,1096,909,111.5,99,141,91.25,7341.565079,7334.331746,7235.126984,7498.780159,-2.39127,-7.642063,-3.222222,-5.642857,218.716101,36.361905,352.390339,101.885714,241.524741,21.657143,344.516002,99.433333,34.565123,-2.780952,31.741383,-3.666667,39.363223,0.185714,32.823633,-1.2,7.723832,5.737015,2.140887,1.953227,20.8,21.2,1.6,21.6,1.392254,0.744337,1.130427,5.313429,Motor,Fail
526.4,727.638095,736.047619,562.095238,89.971429,154.304762,110.304762,142.504762,-697.6,-759.361905,-671.952381,-868.904762,-73.028571,-91.695238,-124.695238,-75.495238,0.274282,2.337092,0.194341,1469.75,1112.5,1199,1387.75,141.5,147.25,140.5,130.25,7610.820635,7514.407937,7420.357143,7633.369048,-0.770635,-3.661111,-1.446825,-1.304762,267.592712,-2.095238,358.797259,50.542857,308.360615,11.790476,353.414592,71.67619,43.835909,3.380952,44.318736,-0.07619,48.182142,-3.242857,47.159742,-5.666667,13.835292,9.208589,7.45474,6.180419,10.8,20.8,10.4,21.2,0.952945,1.484891,0.938608,3.616866,Motor,Fail
397.019048,987.47619,374.238095,748.228571,146.038095,161.971429,133.52381,140.752381,-440.980952,-563.52381,-443.761905,-445.771429,-98.961905,-139.028571,-133.47619,-106.247619,1.011742,2.561482,0.161725,4177,4699.75,4743.75,4126,202.5,237.5,215,230,7418.960317,6401.074603,6728.815873,5858.828571,-2.402381,-10.086508,-2.32381,-5.261905,171.123111,-9.414286,403.014398,-143.533333,209.567807,7.290476,358.447084,-118.22381,46.261818,-0.842857,56.147873,-0.97619,53.651636,0.961905,53.312091,1.533333,12.642448,8.017064,6.940366,6.37875,22.8,20.8,18.8,26.8,0.763515,1.552002,1.082475,1.770221,Motor,Fail
814.142857,781.666667,444.657143,608.152381,73.219048,91.447619,110.019048,77.885714,-989.857143,-1079.333333,-444.342857,-1082.847619,-72.780952,-81.552381,-83.980952,-96.114286,1.020749,1.992017,0.263831,4175.25,4193.75,5055.25,4185.25,120,121.5,140.75,112,8139.919841,9486.187302,8552.104762,9432.25873,-16.060317,-9.783333,-2.628571,-8.201587,618.82126,152.495238,536.636901,209.785714,258.845597,7.952381,522.988498,137.685714,34.24278,-1.87619,39.37371,-0.057143,40.038623,1.542857,40.301054,-1.785714,9.853208,9.281379,7.721205,4.936567,1.2,20.8,10.8,21.2,0.676015,1.284917,0.96181,4.515992,Motor,Fail
397.019048,987.47619,374.238095,748.228571,146.038095,161.971429,133.52381,140.752381,-440.980952,-563.52381,-443.761905,-445.771429,-98.961905,-139.028571,-133.47619,-106.247619,1.011742,2.561482,0.161725,4177,4699.75,4743.75,4126,202.5,237.5,215,230,7418.960317,6401.074603,6728.815873,5858.828571,-2.402381,-10.086508,-2.32381,-5.261905,171.123111,-9.414286,403.014398,-143.533333,209.567807,7.290476,358.447084,-118.22381,46.261818,-0.842857,56.147873,-0.97619,53.651636,0.961905,53.312091,1.533333,12.642448,8.017064,6.940366,6.37875,22.8,20.8,18.8,26.8,0.763515,1.552002,1.082475,1.770221,Motor,Fail
1342.028571,899.085714,901.342857,693.504762,166.609524,166.285714,204.238095,175.761905,-1230.971429,-974.914286,-1244.657143,-880.495238,-235.390476,-175.714286,-169.761905,-121.238095,0.369822,3.865966,-0.036691,2235.5,2547.75,2606.5,2178.5,257.25,319.25,274.5,269.25,9251.727778,9620.679365,9000.053968,9582.954762,5.569048,-4.244444,-9.294444,5.336508,612.266422,-15.190476,506.935822,37.795238,540.403201,38.190476,446.563969,101.457143,78.41981,-7.366667,78.678681,-10.057143,76.046502,-16.514286,76.709775,-15.928571,36.084916,18.073418,17.817507,13.671577,10.8,20.8,10.4,1.2,1.957104,3.722634,1.30349,4.045487,Motor,Fail
586.409524,755.904762,566.085714,660.314286,321.838095,64.07619,335.914286,80.819048,-1194.590476,-886.095238,-1187.914286,-905.685714,-64.161905,-82.92381,-54.085714,-75.180952,0.528955,1.69415,0.367654,1313.5,1229.25,866,947,88.5,163.25,90,91.25,9380.031746,8790.699206,9589.007937,8818.175397,-12.934127,-9.639683,-10.980159,-13.068254,499.291729,212.342857,498.765305,246.904762,482.537381,203.928571,504.869952,230.07619,39.471879,-2.971429,38.162671,2.652381,45.67747,-4.085714,29.493698,0.995238,5.976806,5.371089,4.964844,4.564616,20.8,30.4,6.2,22.4,1.048176,0.915234,1.168344,4.188057,Motor,Fail
2271.742857,3609.247619,2746.609524,3160.4,315.933333,595.4,334.238095,613.32381,-1204.257143,-2061.752381,-1824.390476,-2523.6,-210.066667,-268.6,-203.761905,-146.67619,0.313376,4.787383,0.216151,2400.25,4676.25,2096.75,1565.75,272.5,431,176.5,175.5,7819.428571,7793.878571,7524.944444,8428.716667,-3.507143,-14.479365,-10.350794,-16.020635,906.353137,-36.809524,1634.802808,-163.333333,1304.664306,-187.861905,1599.346067,-449.966667,104.077792,1.47619,159.221071,5.9,125.794353,0.62381,144.593273,-0.861905,20.300542,14.804865,14.528193,13.922699,20.4,15.2,3.2,26.4,1.417796,3.474709,2.481628,4.630793,ITM,Fail
2368.685714,2720.619048,2513.285714,3780.961905,337.171429,573.390476,332.209524,530.238095,-1142.314286,-1810.380952,-1001.714286,-1999.038095,-279.828571,-126.609524,-297.790476,-344.761905,0.272315,4.793783,0.133685,2040,4919.5,2891.75,656,306.5,403,148.25,154.75,7486.600794,8691.789683,7820.021429,8127.184127,-4.607143,-9.526984,2.059524,-6.388095,871.645178,-89.32381,1520.533508,-654.852381,865.569937,-259.852381,1656.963872,-285.495238,115.024467,1.885714,135.414538,-22.580952,120.123303,0.6,169.553476,7.12381,26.645166,24.937512,21.614649,19.254903,20.4,5.2,3.2,6.2,1.642119,4.352484,2.621761,3.716943,ITM,Fail
3524.390476,1905.171429,3683.304762,3177.561905,647.371429,305.352381,634.009524,386.095238,-2709.609524,-862.828571,-2607.695238,-2530.438095,-227.628571,-189.647619,-225.990476,-217.904762,0.424121,5.177071,0.224834,5032,5112.25,2618.25,1544.75,426,275.75,248.25,163.5,8409.572222,7936.911905,7753.114286,8721.961905,-15.887302,-4.526984,-18.403175,-10.950794,1807.908587,-378.27619,690.910251,-150.109524,1818.13526,-208.32381,1699.112374,-680.761905,163.206704,3.628571,93.951158,1.02381,166.588758,2.761905,138.86132,6.009524,25.54848,21.917877,20.611359,18.794817,20.4,22.4,5.2,3.2,1.751697,4.094658,3.227474,5.082104,ITM,Fail
1491.752381,3354.419048,1882.790476,3337.209524,263.247619,512.67619,290.209524,554.8,-762.247619,-1803.580952,-1047.209524,-1971.790476,-277.752381,-336.32381,-266.790476,-284.2,0.424818,3.962249,0.28234,2036.5,4440.25,2362.5,1024.25,314,451,230.75,102.25,7503.29127,7115.253968,7442.030952,7500.642063,-3.486508,-18.407143,-3.74127,-14.481746,549.741901,-23.890476,1485.584321,153.109524,712.15365,-114.719048,1510.393561,150.766667,80.680163,5.019048,150.611265,7.828571,98.105678,2.138095,149.277082,9.190476,23.241821,17.122862,16.150287,15.421422,20.4,14.4,30.4,6.2,1.684954,3.279188,2.596851,4.880805,ITM,Fail
2742.447619,2261.542857,2845.971429,2521.07619,532.152381,252.228571,457.87619,381.133333,-1423.552381,-1753.457143,-1808.028571,-1693.92381,-254.847619,-215.771429,-265.12381,-145.866667,0.320153,5.642931,0.19196,4804.5,5385.25,3363.25,1968,441,359.75,407.5,196.5,8131.003968,7557.697619,7685.842063,8761.952381,-5.846032,-11.096032,-15.890476,-11.359524,1326.745214,-335.666667,1035.446105,-97.42381,1347.362534,-108.77619,1449.447911,-567.6,142.80215,-12.304762,109.988312,-12.171429,142.190149,-13.657143,121.809559,-16.866667,21.949465,21.604715,17.079346,13.634691,3.2,5.2,20.4,22.8,1.452584,3.778304,4.044338,5.745079,ITM,Fail
3163.790476,1347.961905,3361.447619,2893.742857,523.590476,243.761905,542.780952,379.352381,-2072.209524,-692.038095,-2132.552381,-2704.257143,-271.409524,-211.238095,-298.219048,-164.647619,0.424012,4.90612,0.239421,5314,4928.5,2387,2443.25,509,287.25,256.75,189.25,8188.975397,7546.275397,7391.171429,8557.460317,-9.938889,-6.631746,-13.725397,-18.178571,1566.194619,-234.319048,497.262361,24.347619,1597.40276,-81.090476,1718.925758,-661.77619,149.669161,4.47619,74.368963,3.685714,156.411502,2.042857,132.540459,1.12381,25.237954,23.36447,15.219949,13.732549,5.2,3.2,20.4,28.4,1.830603,3.761362,3.371329,5.284866,ITM,Fail
3149.961905,3343.485714,2638.847619,2839.695238,334.647619,554.266667,299.152381,560.857143,-1965.038095,-1478.514286,-1513.152381,-2430.304762,-315.352381,-283.733333,-290.847619,-196.142857,0.250808,4.787254,0.15587,3751.75,4400.25,1793,1107,326.25,358.5,146.25,172,8002.287302,7774.019048,7544.650794,8523.470635,-7.57619,-8.724603,-8.223016,-12.977778,1459.883559,-159.642857,1350.507246,-246.97619,1160.120481,-125.57619,1543.105234,-543.390476,137.154249,9.790476,148.202154,6.32381,122.286302,2.785714,136.27961,-2.12381,18.69529,18.305572,18.296815,15.500894,20.4,14.4,5.2,18.4,1.383783,3.55687,2.801458,4.161809,ITM,Fail
